code,description,name,address,city,state,zip,phone,fax,person,business indicator,women business indicator,local business indicator,over million dollar revenue indicator,date
16000  ,DIVISION 16 - ELECTRICAL                                                                  ,James F. Volpe Electrical Contracting Corp.,81 Sackett Street,Brooklyn                      ,NY,11231          ,718-243-9400                  ,347-533-0894   ,Daniel J Renna                ,N,N,N,Y,12/14/2019
16810  ,DIVISION 16 - SURVEILLANCE CAMERAS/CAT 5/CAT 6                                            ,James F. Volpe Electrical Contracting Corp.,81 Sackett Street,Brooklyn                      ,NY,11231          ,718-243-9400                  ,347-533-0894   ,Daniel J Renna                ,N,N,N,Y,12/14/2019
11060  ,THEATER/STAGE EQUIPMENT                                                                   ,"JANSON INDUSTRIES, LTD",1200 GARFIELD AVE. SW,CANTON                        ,OH,44706-6090     ,330-455-7029                  ,330-455-7020   ,Eric Janson                   ,N,N,N,N,03/30/2021
07600  ,FLASHING AND SHEET METAL                                                                  ,"JANSONS ASSOCIATES, INC.",130 MOZART STREET,EAST RUTHERFORD               ,NJ,07073          ,201-438-5455                  ,201-725-2561   ,John                          ,N,N,N,Y,01/12/2021
15700  ,"HEATING, VENTIL & AIR CONDITION                                                           ","JANSONS ASSOCIATES, INC.",130 MOZART STREET,EAST RUTHERFORD               ,NJ,07073          ,201-438-5455                  ,201-725-2561   ,John                          ,N,N,N,Y,01/12/2021
02900  ,LANDSCAPING                                                                               ,"Jarican Florist, Inc.",547 Nostrand Avenue,Brooklyn                      ,NY,11216          ,718-230-9393                  ,718-415-9761   ,Marcia Melendez               ,Y,Y,N,N,06/10/2018
13900  ,FIRE SUPPRESSION/SUPERV SYSTEMS                                                           ,Chief Fire Prevention & Mechanical Corp.,10 West Broad Street,Mount Vernon                  ,NY,10552          ,914-699-3557                  ,917-559-6032   ,Frank Mitarotonda             ,N,N,N,N,11/01/2019
15850  ,AIR HANDLING                                                                              ,Chief Fire Prevention & Mechanical Corp.,10 West Broad Street,Mount Vernon                  ,NY,10552          ,914-699-3557                  ,917-559-6032   ,Frank Mitarotonda             ,N,N,N,N,11/01/2019
37033  ,ENVMNTL IMPACT STUDIES/ASSESS/STMNTS                                                      ,"Chrysalis Archaeological Consultants, Inc.",4110 Quentin Road,Brooklyn                      ,NY,11234-4322     ,718-645-3962                  ,347-602-3035   ,Christoher Ricciardi          ,N,Y,N,Y,05/25/2020
86100  ,CONSULTANT-OTHER                                                                          ,"Chrysalis Archaeological Consultants, Inc.",4110 Quentin Road,Brooklyn                      ,NY,11234-4322     ,718-645-3962                  ,347-602-3035   ,Christoher Ricciardi          ,N,Y,N,Y,05/25/2020
02220  ,DEMOLITION                                                                                ,"Cid Construction Services, LLC",300-2 State Route 17 South,Lodi                          ,NJ,07644          ,973-685-9791                  ,201-888-0093   ,Roque G. Schipilliti          ,Y,N,N,N,01/30/2020
13280  ,HAZMAT REMED - LEAD PAINT REMOVAL                                                         ,"Cid Construction Services, LLC",300-2 State Route 17 South,Lodi                          ,NJ,07644          ,973-685-9791                  ,201-888-0093   ,Roque G. Schipilliti          ,Y,N,N,N,01/30/2020
13285  ,HAZMAT REMED - ASBESTOS ABTMNT & REM                                                      ,"Cid Construction Services, LLC",300-2 State Route 17 South,Lodi                          ,NJ,07644          ,973-685-9791                  ,201-888-0093   ,Roque G. Schipilliti          ,Y,N,N,N,01/30/2020
80215  ,RECORDS MANAGEMENT SYSTEM                                                                 ,"CITI POSTAL, INC.",5 North 11th Street,Brooklyn                      ,NY,11249          ,718-782-1100                  ,718-782-7157   ,Louis Weiner                  ,N,N,N,Y,07/20/2018
03300  ,CAST-IN PLACE CONCRETE                                                                    ,CITIZEN GEN. CONTRACTORS INC.,2081 East 57 Street,BROOKLYN                      ,NY,11234          ,347-922-4800                  ,,Mustansar Bhatti              ,Y,N,N,N,09/28/2020
03600  ,GROUT                                                                                     ,CITIZEN GEN. CONTRACTORS INC.,2081 East 57 Street,BROOKLYN                      ,NY,11234          ,347-922-4800                  ,,Mustansar Bhatti              ,Y,N,N,N,09/28/2020
04200  ,UNIT MASONRY                                                                              ,CITIZEN GEN. CONTRACTORS INC.,2081 East 57 Street,BROOKLYN                      ,NY,11234          ,347-922-4800                  ,,Mustansar Bhatti              ,Y,N,N,N,09/28/2020
04900  ,MASONRY RESTORATION/CLEANING                                                              ,CITIZEN GEN. CONTRACTORS INC.,2081 East 57 Street,BROOKLYN                      ,NY,11234          ,347-922-4800                  ,,Mustansar Bhatti              ,Y,N,N,N,09/28/2020
07100  ,WATERPROOFING                                                                             ,CITIZEN GEN. CONTRACTORS INC.,2081 East 57 Street,BROOKLYN                      ,NY,11234          ,347-922-4800                  ,,Mustansar Bhatti              ,Y,N,N,N,09/28/2020
07600  ,FLASHING AND SHEET METAL                                                                  ,CITIZEN GEN. CONTRACTORS INC.,2081 East 57 Street,BROOKLYN                      ,NY,11234          ,347-922-4800                  ,,Mustansar Bhatti              ,Y,N,N,N,09/28/2020
07900  ,JOINT SEALERS                                                                             ,CITIZEN GEN. CONTRACTORS INC.,2081 East 57 Street,BROOKLYN                      ,NY,11234          ,347-922-4800                  ,,Mustansar Bhatti              ,Y,N,N,N,09/28/2020
09900  ,PAINTING                                                                                  ,CITIZEN GEN. CONTRACTORS INC.,2081 East 57 Street,BROOKLYN                      ,NY,11234          ,347-922-4800                  ,,Mustansar Bhatti              ,Y,N,N,N,09/28/2020
99945  ,GENL CONTR - EXTERIOR MODIFICATIONS                                                       ,CITNALTA CONSTRUCTION CORP.,1601 LOCUST AVENUE,BOHEMIA                       ,NY,11716          ,631-563-1110                  ,,Ann Neza                      ,N,N,N,Y,03/19/2021
99960  ,GENL CONTR - INTERIOR MODIFICATIONS                                                       ,CITNALTA CONSTRUCTION CORP.,1601 LOCUST AVENUE,BOHEMIA                       ,NY,11716          ,631-563-1110                  ,,Ann Neza                      ,N,N,N,Y,03/19/2021
99999  ,GENERAL CONTRACTOR                                                                        ,CITNALTA CONSTRUCTION CORP.,1601 LOCUST AVENUE,BOHEMIA                       ,NY,11716          ,631-563-1110                  ,,Ann Neza                      ,N,N,N,Y,03/19/2021
02300  ,EARTHWORK                                                                                 ,City & County Paving Corp.,1475 East 222nd Street,Bronx                         ,NY,10469          ,718-767-1555                  ,,"Michael Bavaro, Jr.           ",N,N,N,N,09/14/2020
02700  ,PAVING AND SURFACING                                                                      ,City & County Paving Corp.,1475 East 222nd Street,Bronx                         ,NY,10469          ,718-767-1555                  ,,"Michael Bavaro, Jr.           ",N,N,N,N,09/14/2020
86080  ,SECURITY SERVICES - WATCHGUARD/PATROL                                                     ,"City Bay Security Services, Inc.",114-70 177th Place,Jamaica                       ,NY,11434          ,718-658-1400                  ,917-518-6301   ,Derick Agbontaen              ,Y,N,N,N,09/29/2019
05060  ,METAL MATERIALS                                                                           ,"City Evolutionary Construction, LLC",336  Barretto st,Bronx                         ,NY,10474          ,718-676-6223                  ,862-215-6962   ,Jaime Chien Denis             ,Y,Y,N,N,10/11/2020
05080  ,METAL FINISHES                                                                            ,"City Evolutionary Construction, LLC",336  Barretto st,Bronx                         ,NY,10474          ,718-676-6223                  ,862-215-6962   ,Jaime Chien Denis             ,Y,Y,N,N,10/11/2020
05120  ,STRUCTURAL STEEL                                                                          ,"City Evolutionary Construction, LLC",336  Barretto st,Bronx                         ,NY,10474          ,718-676-6223                  ,862-215-6962   ,Jaime Chien Denis             ,Y,Y,N,N,10/11/2020
05500  ,METAL FABRICATIONS                                                                        ,"City Evolutionary Construction, LLC",336  Barretto st,Bronx                         ,NY,10474          ,718-676-6223                  ,862-215-6962   ,Jaime Chien Denis             ,Y,Y,N,N,10/11/2020
05700  ,ORNAMENTAL METAL                                                                          ,"City Evolutionary Construction, LLC",336  Barretto st,Bronx                         ,NY,10474          ,718-676-6223                  ,862-215-6962   ,Jaime Chien Denis             ,Y,Y,N,N,10/11/2020
80065  ,DELIVERY SERVICES (COURIER)                                                               ,"CITY EXPEDITOR, INC.",286 Fifth Ave,NEW YORK                      ,NY,10001          ,646-454-4700                  ,,TRILOKIE KHEMAI               ,N,N,N,Y,01/03/2020
08300  ,SPECIAL DOORS                                                                             ,CITY STORE GATES MANUFACTURING CORP.,15-20  129TH STREET,COLLEGE POINT                 ,NY,11356          ,718-939-9700                  ,718-353-0724   ,VINCENT R.  GRECO             ,N,N,N,N,08/19/2019
04200  ,UNIT MASONRY                                                                              ,"Citywide Building Restoration, Inc.",280 Taylor Street,Staten Island                 ,NY,10310          ,718-494-6200                  ,917-337-1683   ,Munzam Raja                   ,Y,N,N,N,07/26/2019
04900  ,MASONRY RESTORATION/CLEANING                                                              ,"Citywide Building Restoration, Inc.",280 Taylor Street,Staten Island                 ,NY,10310          ,718-494-6200                  ,917-337-1683   ,Munzam Raja                   ,Y,N,N,N,07/26/2019
02220  ,DEMOLITION                                                                                ,"Citywide Environmental Services, LLC",151-17 6TH ROAD,WHITESTONE                    ,NY,11357          ,718-237-2849                  ,718-702-3570   ,Danielle Bauer                ,N,Y,N,Y,10/19/2018
13280  ,HAZMAT REMED - LEAD PAINT REMOVAL                                                         ,"Citywide Environmental Services, LLC",151-17 6TH ROAD,WHITESTONE                    ,NY,11357          ,718-237-2849                  ,718-702-3570   ,Danielle Bauer                ,N,Y,N,Y,10/19/2018
13285  ,HAZMAT REMED - ASBESTOS ABTMNT & REM                                                      ,"Citywide Environmental Services, LLC",151-17 6TH ROAD,WHITESTONE                    ,NY,11357          ,718-237-2849                  ,718-702-3570   ,Danielle Bauer                ,N,Y,N,Y,10/19/2018
